SessionID;Date;CustomerID;CampaignID;Source;Medium;PageViews;EngagedSessions;Conversion
SID-02441;03.05.2025;CUST-1118;(not set);(direct);none;3;1;0
SID-02442;27.12.2023;CUST-1234;CMP-03;youtube;video;4;1;1
SID-02443;02.06.2025;CUST-1637;CMP-10;bing;cpc;3;1;0
SID-02444;03.09.2024;CUST-1483;CMP-04;newsletter;email;4;1;0
SID-02445;12.02.2025;CUST-1080;(not set);youtube;video;2;1;0
SID-02446;05.01.2025;CUST-2260;CMP-01;newsletter;email;7;1;0
SID-02447;25.11.2023;CUST-1777;CMP-04;(direct);none;1;0;0
SID-02448;28.02.2024;CUST-2119;CMP-04;bing;cpc;9;1;0
SID-02449;21.04.2023;CUST-1225;(not set);bing;cpc;3;1;0
SID-02450;12.11.2023;CUST-1640;(not set);instagram;social;1;1;0
SID-02451;08.04.2024;CUST-1388;(not set);bing;cpc;7;1;0
SID-02452;13.07.2024;CUST-2061;CMP-03;google;cpc;3;0;0
SID-02453;20.12.2024;CUST-2009;(not set);newsletter;email;9;0;0
SID-02454;15.08.2024;CUST-1552;(not set);instagram;social;2;1;0
SID-02455;07.08.2025;CUST-1116;CMP-01;google;cpc;7;1;1
SID-02456;19.12.2024;CUST-2195;CMP-03;newsletter;email;9;1;0
SID-02457;08.11.2023;CUST-2343;CMP-02;newsletter;email;1;1;0
SID-02458;17.04.2025;CUST-1313;CMP-09;google;cpc;1;1;0
SID-02459;19.05.2024;CUST-1510;CMP-03;newsletter;email;3;0;0
SID-02460;20.05.2024;CUST-1712;CMP-13;(direct);none;5;0;0
SID-02461;21.07.2025;CUST-2125;CMP-01;instagram;social;3;1;0
SID-02462;02.03.2025;CUST-1725;(not set);(direct);none;5;1;1
SID-02463;14.01.2024;CUST-1194;(not set);bing;cpc;3;1;0
SID-02464;03.11.2024;CUST-2331;(not set);(direct);none;2;1;0
SID-02465;17.06.2025;CUST-1527;CMP-07;newsletter;email;5;1;0
SID-02466;14.05.2023;CUST-1158;(not set);google;cpc;3;0;0
SID-02467;02.09.2025;CUST-1269;(not set);newsletter;email;4;1;1
SID-02468;31.08.2025;CUST-1862;CMP-07;google;cpc;3;1;0
SID-02469;06.11.2023;CUST-1778;(not set);facebook;social;7;0;0
SID-02470;14.10.2023;CUST-2186;CMP-05;bing;cpc;5;1;0
SID-02471;25.02.2023;CUST-1977;(not set);youtube;video;2;1;1
SID-02472;06.10.2024;CUST-1647;CMP-05;google;cpc;4;1;1
SID-02473;02.07.2024;CUST-2490;(not set);bing;cpc;1;0;0
SID-02474;14.02.2025;CUST-1054;(not set);youtube;video;3;1;0
SID-02475;17.07.2024;CUST-1763;(not set);google;cpc;1;0;0
SID-02476;28.04.2023;CUST-2149;CMP-02;google;cpc;2;0;0
SID-02477;17.04.2025;CUST-1242;(not set);facebook;social;2;0;0
SID-02478;18.02.2023;CUST-1934;(not set);newsletter;email;5;1;0
SID-02479;23.12.2023;CUST-1689;(not set);google;cpc;2;1;0
SID-02480;07.06.2025;CUST-1024;(not set);facebook;social;7;1;0
SID-02481;19.10.2023;CUST-1996;(not set);(direct);none;3;1;0
SID-02482;15.06.2024;CUST-1327;CMP-09;google;cpc;4;0;0
SID-02483;06.06.2025;CUST-1752;(not set);youtube;video;7;0;0
SID-02484;19.03.2023;CUST-2092;(not set);youtube;video;3;0;0
SID-02485;12.11.2023;CUST-1872;(not set);youtube;video;1;1;0
SID-02486;08.10.2023;CUST-1527;(not set);youtube;video;9;1;0
SID-02487;24.03.2024;CUST-1507;CMP-08;facebook;social;1;1;0
SID-02488;27.09.2024;CUST-2076;CMP-14;youtube;video;3;1;0
SID-02489;24.08.2023;CUST-1129;(not set);facebook;social;3;0;0
SID-02490;03.06.2025;CUST-2428;(not set);google;cpc;3;1;0
SID-02491;27.06.2023;CUST-1417;(not set);bing;cpc;3;0;0
SID-02492;28.04.2025;CUST-1874;CMP-01;google;cpc;2;0;0
SID-02493;12.04.2025;CUST-2001;CMP-10;(direct);none;3;1;0
SID-02494;15.01.2025;CUST-1837;CMP-11;google;cpc;2;0;0
SID-02495;13.08.2024;CUST-2248;(not set);(direct);none;9;1;0
SID-02496;11.03.2023;CUST-2026;CMP-13;google;cpc;7;0;0
SID-02497;21.09.2024;CUST-2465;(not set);newsletter;email;2;1;0
SID-02498;29.07.2023;CUST-1386;CMP-03;youtube;video;1;1;0
SID-02499;18.09.2023;CUST-1114;(not set);bing;cpc;9;1;1
SID-02500;21.12.2024;CUST-2010;CMP-13;(direct);none;4;0;0
SID-02501;06.02.2024;CUST-2116;(not set);google;cpc;2;0;0
SID-02502;25.12.2023;CUST-1622;CMP-08;google;cpc;3;1;1
SID-02503;29.04.2025;CUST-1931;(not set);youtube;video;1;1;0
SID-02504;12.06.2023;CUST-2228;(not set);newsletter;email;1;0;0
SID-02505;16.07.2023;CUST-2261;(not set);(direct);none;7;1;0
SID-02506;25.04.2024;CUST-1178;(not set);(direct);none;3;1;0
SID-02507;02.07.2023;CUST-1905;(not set);instagram;social;7;0;0
SID-02508;11.04.2024;CUST-1539;CMP-09;bing;cpc;1;1;1
SID-02509;12.06.2023;CUST-2173;CMP-12;google;cpc;3;1;0
SID-02510;14.05.2025;CUST-1880;(not set);google;cpc;2;0;0
SID-02511;17.05.2024;CUST-2067;CMP-05;(direct);none;2;1;0
SID-02512;07.01.2025;CUST-1044;CMP-08;google;cpc;4;0;0
SID-02513;16.07.2023;CUST-1936;CMP-08;(direct);none;4;0;0
SID-02514;15.02.2024;CUST-1767;CMP-07;(direct);none;3;1;1
SID-02515;06.01.2025;CUST-2292;(not set);(direct);none;3;0;0
SID-02516;16.06.2023;CUST-1040;CMP-12;(direct);none;2;1;0
SID-02517;03.04.2024;CUST-1366;CMP-13;instagram;social;7;0;0
SID-02518;21.12.2023;CUST-2159;(not set);bing;cpc;4;1;1
SID-02519;16.06.2023;CUST-1359;(not set);google;cpc;2;0;0
SID-02520;13.03.2024;CUST-2377;(not set);newsletter;email;2;1;1
SID-02521;25.05.2025;CUST-1834;CMP-05;youtube;video;3;1;0
SID-02522;21.04.2025;CUST-2163;(not set);google;cpc;5;1;0
SID-02523;12.12.2024;CUST-1389;CMP-06;bing;cpc;4;0;0
SID-02524;21.01.2025;CUST-2057;(not set);google;cpc;1;0;0
SID-02525;16.04.2024;CUST-2263;(not set);google;cpc;9;1;0
SID-02526;08.10.2023;CUST-1515;CMP-09;(direct);none;3;1;0
SID-02527;26.06.2023;CUST-1012;CMP-02;youtube;video;3;1;0
SID-02528;04.10.2023;CUST-1816;(not set);facebook;social;1;0;0
SID-02529;16.11.2024;CUST-1847;CMP-01;bing;cpc;2;1;0
SID-02530;23.08.2024;CUST-2136;CMP-12;youtube;video;3;0;0
SID-02531;20.01.2025;CUST-2221;(not set);youtube;video;5;0;0
SID-02532;07.02.2024;CUST-2123;CMP-12;bing;cpc;3;0;0
SID-02533;27.06.2025;CUST-1672;CMP-13;google;cpc;3;1;0
SID-02534;24.08.2025;CUST-1304;(not set);newsletter;email;3;1;0
SID-02535;21.09.2023;CUST-1932;CMP-14;(direct);none;2;1;0
SID-02536;18.04.2025;CUST-2390;(not set);instagram;social;3;0;0
SID-02537;06.07.2025;CUST-1346;CMP-11;(direct);none;3;1;0
SID-02538;27.03.2024;CUST-1579;(not set);youtube;video;2;0;0
SID-02539;25.06.2025;CUST-2072;CMP-05;google;cpc;5;1;1
SID-02540;28.05.2025;CUST-2393;(not set);(direct);none;3;1;0
SID-02541;18.03.2023;CUST-1130;(not set);newsletter;email;3;1;0
SID-02542;24.06.2025;CUST-2389;(not set);(direct);none;1;1;0
SID-02543;15.08.2025;CUST-2365;(not set);facebook;social;5;1;0
SID-02544;28.02.2024;CUST-1166;(not set);youtube;video;7;0;0
SID-02545;21.08.2025;CUST-1629;(not set);google;cpc;2;0;0
SID-02546;12.11.2024;CUST-1948;(not set);instagram;social;2;1;0
SID-02547;03.12.2024;CUST-1097;(not set);newsletter;email;1;1;1
SID-02548;09.06.2025;CUST-1547;(not set);bing;cpc;2;0;0
SID-02549;22.02.2023;CUST-2436;(not set);youtube;video;4;0;0
SID-02550;12.12.2024;CUST-2233;CMP-11;facebook;social;2;1;0
SID-02551;02.06.2023;CUST-1420;(not set);instagram;social;2;1;0
SID-02552;17.04.2025;CUST-1440;(not set);newsletter;email;1;1;0
SID-02553;07.12.2024;CUST-1212;CMP-12;google;cpc;5;1;1
SID-02554;10.12.2023;CUST-1025;CMP-10;youtube;video;3;1;1
SID-02555;14.09.2023;CUST-2378;(not set);bing;cpc;9;1;1
SID-02556;12.10.2024;CUST-1625;(not set);youtube;video;1;1;0
SID-02557;09.06.2023;CUST-1748;(not set);newsletter;email;3;0;0
SID-02558;20.07.2023;CUST-1334;(not set);newsletter;email;1;0;0
SID-02559;14.04.2023;CUST-1251;(not set);youtube;video;1;0;0
SID-02560;05.03.2023;CUST-1676;(not set);google;cpc;2;0;0
SID-02561;10.05.2023;CUST-1449;(not set);instagram;social;3;1;0
SID-02562;10.06.2024;CUST-2232;CMP-04;google;cpc;3;1;0
SID-02563;10.06.2025;CUST-1432;(not set);google;cpc;3;1;0
SID-02564;27.06.2024;CUST-2061;CMP-07;google;cpc;4;1;0
SID-02565;31.03.2023;CUST-1996;CMP-03;google;cpc;3;1;0
SID-02566;01.08.2024;CUST-1849;(not set);google;cpc;3;0;0
SID-02567;24.02.2023;CUST-2485;(not set);google;cpc;4;1;1
SID-02568;19.06.2024;CUST-1030;CMP-11;google;cpc;4;1;0
SID-02569;24.02.2023;CUST-2488;(not set);google;cpc;2;1;0
SID-02570;22.04.2023;CUST-2359;CMP-02;facebook;social;3;1;1
SID-02571;03.03.2025;CUST-2347;(not set);google;cpc;4;1;0
SID-02572;24.07.2023;CUST-1613;(not set);bing;cpc;3;1;0
SID-02573;13.06.2025;CUST-2330;CMP-14;instagram;social;5;0;0
SID-02574;10.07.2023;CUST-1589;(not set);newsletter;email;2;1;0
SID-02575;09.06.2024;CUST-1004;(not set);facebook;social;7;0;0
SID-02576;07.08.2024;CUST-1362;(not set);newsletter;email;4;1;0
SID-02577;30.11.2023;CUST-1781;CMP-06;bing;cpc;3;1;0
SID-02578;30.11.2024;CUST-1543;(not set);instagram;social;1;1;0
SID-02579;27.05.2023;CUST-1925;(not set);google;cpc;3;0;0
SID-02580;14.09.2024;CUST-1162;(not set);google;cpc;7;1;0
SID-02581;08.09.2025;CUST-1017;(not set);bing;cpc;2;1;0
SID-02582;29.07.2025;CUST-2026;(not set);bing;cpc;3;1;0
SID-02583;21.04.2024;CUST-1546;(not set);(direct);none;2;1;0
SID-02584;27.02.2024;CUST-1574;(not set);youtube;video;3;1;0
SID-02585;30.07.2024;CUST-1972;(not set);facebook;social;3;1;0
SID-02586;16.08.2024;CUST-2198;(not set);newsletter;email;2;1;0
SID-02587;03.07.2025;CUST-2217;(not set);instagram;social;5;1;0
SID-02588;07.04.2023;CUST-1410;CMP-09;(direct);none;3;1;1
SID-02589;10.08.2025;CUST-2349;(not set);facebook;social;1;1;0
SID-02590;22.09.2023;CUST-2117;(not set);youtube;video;1;0;0
SID-02591;05.03.2024;CUST-1029;(not set);facebook;social;3;0;0
SID-02592;08.06.2023;CUST-1014;(not set);google;cpc;4;0;0
SID-02593;21.01.2024;CUST-1579;CMP-14;google;cpc;3;1;0
SID-02594;25.10.2024;CUST-1820;(not set);google;cpc;5;1;0
SID-02595;10.03.2025;CUST-1662;(not set);google;cpc;9;1;0
SID-02596;07.10.2023;CUST-1627;(not set);instagram;social;3;0;0
SID-02597;12.08.2023;CUST-2306;(not set);(direct);none;2;0;0
SID-02598;27.04.2023;CUST-1820;CMP-09;google;cpc;2;1;1
SID-02599;03.01.2024;CUST-2428;(not set);bing;cpc;3;0;0
SID-02600;18.02.2023;CUST-1316;(not set);youtube;video;3;1;0
SID-02601;30.06.2025;CUST-2220;(not set);google;cpc;2;1;1
SID-02602;04.12.2023;CUST-2225;CMP-01;facebook;social;2;1;0
SID-02603;26.09.2025;CUST-1853;(not set);facebook;social;5;1;0
SID-02604;21.04.2025;CUST-1731;(not set);google;cpc;2;1;0
SID-02605;27.04.2024;CUST-1067;(not set);instagram;social;1;1;1
SID-02606;06.01.2025;CUST-2042;CMP-09;instagram;social;3;0;0
SID-02607;20.07.2024;CUST-2249;CMP-04;(direct);none;2;0;0
SID-02608;20.04.2024;CUST-1629;(not set);bing;cpc;3;1;0
SID-02609;12.06.2025;CUST-2036;CMP-06;google;cpc;2;1;1
SID-02610;06.03.2023;CUST-1542;CMP-14;youtube;video;3;1;1
SID-02611;29.06.2024;CUST-1668;CMP-10;facebook;social;9;0;0
SID-02612;04.10.2023;CUST-1836;(not set);google;cpc;3;1;0
SID-02613;07.11.2024;CUST-1483;(not set);instagram;social;7;1;1
SID-02614;08.06.2024;CUST-1325;(not set);bing;cpc;3;1;0
SID-02615;03.04.2024;CUST-1969;(not set);bing;cpc;4;0;0
SID-02616;25.06.2023;CUST-1471;(not set);youtube;video;9;0;0
SID-02617;04.07.2024;CUST-1181;(not set);youtube;video;2;1;0
SID-02618;07.09.2025;CUST-2310;(not set);newsletter;email;7;1;0
SID-02619;03.07.2025;CUST-1790;(not set);google;cpc;4;1;0
SID-02620;21.11.2024;CUST-2089;CMP-10;google;cpc;5;1;0
SID-02621;30.09.2025;CUST-1045;CMP-10;bing;cpc;3;1;1
SID-02622;11.08.2024;CUST-1366;(not set);instagram;social;4;0;0
SID-02623;21.03.2024;CUST-2326;CMP-12;google;cpc;9;1;0
SID-02624;23.05.2023;CUST-1646;CMP-13;newsletter;email;3;0;0
SID-02625;08.03.2024;CUST-2230;CMP-05;instagram;social;3;1;0
SID-02626;18.01.2024;CUST-2275;(not set);bing;cpc;7;0;0
SID-02627;28.12.2023;CUST-1616;CMP-13;bing;cpc;2;0;0
SID-02628;16.02.2023;CUST-2467;(not set);bing;cpc;7;1;0
SID-02629;25.08.2025;CUST-1118;CMP-08;(direct);none;3;1;0
SID-02630;09.09.2024;CUST-1803;(not set);google;cpc;9;1;0
SID-02631;30.07.2025;CUST-2058;CMP-01;google;cpc;4;1;0
SID-02632;05.06.2025;CUST-1511;CMP-14;google;cpc;5;0;0
SID-02633;10.09.2023;CUST-1919;CMP-02;google;cpc;9;0;0
SID-02634;26.01.2024;CUST-1947;(not set);newsletter;email;2;1;0
SID-02635;17.02.2024;CUST-1580;(not set);instagram;social;9;1;0
SID-02636;09.07.2023;CUST-1234;(not set);instagram;social;2;0;0
SID-02637;17.11.2023;CUST-1976;(not set);google;cpc;2;1;0
SID-02638;01.05.2023;CUST-1724;CMP-06;bing;cpc;4;1;0
SID-02639;17.05.2024;CUST-1293;CMP-04;newsletter;email;1;1;0
SID-02640;23.06.2025;CUST-1082;CMP-12;(direct);none;1;1;0
SID-02641;09.02.2025;CUST-2276;CMP-05;instagram;social;2;1;0
SID-02642;01.07.2025;CUST-1748;CMP-14;facebook;social;2;1;0
SID-02643;05.08.2023;CUST-1028;CMP-06;instagram;social;2;1;1
SID-02644;12.08.2024;CUST-2107;(not set);instagram;social;3;1;0
SID-02645;22.08.2023;CUST-1573;CMP-01;google;cpc;3;0;0
SID-02646;19.08.2025;CUST-1699;(not set);newsletter;email;3;1;1
SID-02647;20.09.2025;CUST-1463;CMP-06;instagram;social;2;1;1
SID-02648;22.12.2024;CUST-1285;CMP-08;(direct);none;1;1;0
SID-02649;27.08.2025;CUST-1876;CMP-14;google;cpc;7;1;0
SID-02650;11.05.2023;CUST-1581;(not set);google;cpc;2;1;0
SID-02651;01.08.2024;CUST-1321;(not set);instagram;social;7;1;0
SID-02652;16.03.2024;CUST-1832;CMP-10;(direct);none;2;1;0
SID-02653;03.08.2025;CUST-1778;(not set);newsletter;email;1;1;0
SID-02654;20.09.2025;CUST-1600;CMP-06;newsletter;email;4;1;0
SID-02655;05.03.2024;CUST-1061;(not set);youtube;video;2;1;0
SID-02656;29.11.2023;CUST-1053;CMP-09;facebook;social;1;1;0
SID-02657;03.04.2023;CUST-2272;(not set);instagram;social;2;1;1
SID-02658;12.10.2024;CUST-1869;CMP-12;google;cpc;3;0;0
SID-02659;20.05.2024;CUST-1124;(not set);youtube;video;7;1;0
SID-02660;12.03.2024;CUST-2403;(not set);google;cpc;3;1;1
SID-02661;14.05.2023;CUST-2048;CMP-08;(direct);none;2;1;0
SID-02662;03.12.2024;CUST-2002;CMP-11;youtube;video;2;1;1
SID-02663;19.12.2024;CUST-2320;(not set);bing;cpc;3;1;0
SID-02664;01.04.2023;CUST-1552;(not set);instagram;social;7;0;0
SID-02665;05.09.2023;CUST-2302;CMP-11;google;cpc;2;1;0
SID-02666;23.08.2023;CUST-1661;CMP-02;(direct);none;1;1;0
SID-02667;06.01.2024;CUST-2170;(not set);youtube;video;1;1;1
SID-02668;07.06.2023;CUST-2229;CMP-06;bing;cpc;1;1;0
SID-02669;05.02.2024;CUST-1054;(not set);newsletter;email;2;1;1
SID-02670;15.03.2025;CUST-1794;CMP-10;instagram;social;1;1;0
SID-02671;19.08.2024;CUST-2154;CMP-14;google;cpc;9;0;0
SID-02672;04.04.2025;CUST-2498;CMP-07;google;cpc;2;1;1
SID-02673;14.01.2024;CUST-2152;CMP-02;bing;cpc;5;1;0
SID-02674;30.04.2023;CUST-2178;CMP-08;google;cpc;4;1;0
SID-02675;21.06.2024;CUST-2348;(not set);bing;cpc;9;1;1
SID-02676;09.07.2024;CUST-2025;CMP-09;instagram;social;1;1;0
SID-02677;19.11.2023;CUST-1763;CMP-10;instagram;social;3;1;0
SID-02678;25.12.2023;CUST-1516;CMP-10;youtube;video;7;1;0
SID-02679;18.08.2023;CUST-2053;(not set);bing;cpc;3;1;0
SID-02680;28.08.2025;CUST-1315;CMP-02;google;cpc;3;0;0
SID-02681;07.06.2023;CUST-1032;(not set);google;cpc;5;1;1
SID-02682;20.04.2024;CUST-1020;CMP-11;google;cpc;2;1;0
SID-02683;13.03.2023;CUST-1534;(not set);instagram;social;9;1;0
SID-02684;08.08.2025;CUST-1191;(not set);(direct);none;7;0;0
SID-02685;10.06.2024;CUST-2227;(not set);instagram;social;3;1;0
SID-02686;23.06.2024;CUST-1724;(not set);instagram;social;3;0;0
SID-02687;25.08.2025;CUST-1916;(not set);bing;cpc;2;0;0
SID-02688;07.08.2025;CUST-1727;(not set);google;cpc;4;1;0
SID-02689;06.02.2025;CUST-1153;(not set);bing;cpc;5;1;0
SID-02690;02.05.2024;CUST-1495;(not set);newsletter;email;4;1;0
SID-02691;24.06.2023;CUST-1917;(not set);youtube;video;4;1;0
SID-02692;08.06.2023;CUST-1184;(not set);(direct);none;3;0;0
SID-02693;06.03.2024;CUST-1301;(not set);google;cpc;7;1;0
SID-02694;21.04.2024;CUST-1685;(not set);bing;cpc;7;0;0
SID-02695;31.07.2024;CUST-2018;(not set);facebook;social;2;1;0
SID-02696;10.01.2025;CUST-1891;(not set);facebook;social;3;0;0
SID-02697;22.08.2023;CUST-1681;CMP-08;google;cpc;7;1;0
SID-02698;17.01.2024;CUST-2038;(not set);instagram;social;3;1;0
SID-02699;24.03.2024;CUST-1630;(not set);newsletter;email;5;0;0
SID-02700;07.11.2023;CUST-1588;(not set);facebook;social;1;0;0
SID-02701;24.11.2024;CUST-1663;(not set);google;cpc;3;1;0
SID-02702;20.03.2025;CUST-1267;(not set);(direct);none;3;1;1
SID-02703;13.10.2023;CUST-1421;(not set);facebook;social;4;1;0
SID-02704;01.05.2025;CUST-1313;(not set);instagram;social;4;1;0
SID-02705;23.04.2024;CUST-1069;CMP-12;bing;cpc;3;1;0
SID-02706;20.04.2024;CUST-1646;(not set);google;cpc;3;1;0
SID-02707;13.09.2024;CUST-1209;(not set);youtube;video;3;0;0
SID-02708;15.07.2023;CUST-1154;CMP-14;(direct);none;4;0;0
SID-02709;08.09.2023;CUST-1626;(not set);google;cpc;3;1;0
SID-02710;30.05.2024;CUST-2353;CMP-07;(direct);none;9;0;0
SID-02711;23.03.2023;CUST-1977;CMP-07;newsletter;email;3;1;1
SID-02712;20.12.2023;CUST-1178;(not set);google;cpc;3;0;0
SID-02713;11.03.2023;CUST-2101;CMP-11;youtube;video;4;1;0
SID-02714;01.05.2023;CUST-1955;(not set);google;cpc;2;1;0
SID-02715;08.12.2023;CUST-2498;(not set);facebook;social;7;0;0
SID-02716;14.11.2023;CUST-1561;CMP-10;(direct);none;7;0;0
SID-02717;08.11.2024;CUST-1175;(not set);bing;cpc;1;1;0
SID-02718;21.07.2025;CUST-2107;(not set);facebook;social;1;0;0
SID-02719;05.07.2024;CUST-1960;(not set);(direct);none;3;0;0
SID-02720;05.05.2025;CUST-1436;(not set);google;cpc;2;0;0
SID-02721;27.04.2024;CUST-1969;(not set);(direct);none;2;0;0
SID-02722;23.08.2025;CUST-2047;(not set);google;cpc;5;1;1
SID-02723;15.05.2025;CUST-1748;CMP-05;instagram;social;2;1;0
SID-02724;20.02.2025;CUST-2043;CMP-13;google;cpc;2;1;0
SID-02725;04.05.2023;CUST-1501;(not set);instagram;social;3;1;0
SID-02726;07.05.2024;CUST-1275;CMP-06;facebook;social;4;1;0
SID-02727;12.05.2024;CUST-1453;CMP-11;instagram;social;5;1;0
SID-02728;28.02.2023;CUST-1283;CMP-07;(direct);none;3;1;0
SID-02729;19.08.2025;CUST-1065;(not set);youtube;video;2;0;0
SID-02730;20.11.2023;CUST-1135;CMP-08;google;cpc;9;0;0
SID-02731;06.05.2025;CUST-1625;(not set);google;cpc;5;1;0
SID-02732;03.02.2025;CUST-1109;CMP-09;facebook;social;2;0;0
SID-02733;07.12.2023;CUST-2099;CMP-09;facebook;social;9;0;0
SID-02734;13.02.2025;CUST-1837;CMP-04;(direct);none;3;1;0
SID-02735;09.07.2024;CUST-2177;(not set);newsletter;email;9;1;0
SID-02736;21.11.2024;CUST-1217;(not set);google;cpc;3;1;1
SID-02737;24.06.2024;CUST-1943;(not set);google;cpc;2;0;0
SID-02738;04.03.2023;CUST-1885;(not set);google;cpc;1;1;0
SID-02739;24.12.2024;CUST-2394;CMP-10;newsletter;email;3;1;0
SID-02740;06.01.2024;CUST-2120;CMP-13;instagram;social;2;0;0
SID-02741;20.08.2023;CUST-1925;CMP-14;instagram;social;1;1;0
SID-02742;28.03.2024;CUST-1275;(not set);bing;cpc;3;1;1
SID-02743;04.04.2023;CUST-1727;(not set);instagram;social;3;1;0
SID-02744;11.08.2023;CUST-2036;(not set);instagram;social;3;0;0
SID-02745;30.04.2023;CUST-2095;CMP-10;youtube;video;2;1;1
SID-02746;03.12.2024;CUST-2155;CMP-11;newsletter;email;2;1;1
SID-02747;28.02.2023;CUST-1704;CMP-05;google;cpc;3;1;0
SID-02748;23.05.2023;CUST-2071;(not set);(direct);none;9;1;0
SID-02749;09.01.2024;CUST-1418;CMP-09;google;cpc;7;1;0
SID-02750;20.03.2024;CUST-1387;(not set);newsletter;email;1;0;0
SID-02751;29.08.2025;CUST-1131;(not set);google;cpc;3;0;0
SID-02752;15.06.2023;CUST-2486;(not set);google;cpc;2;1;0
SID-02753;22.04.2024;CUST-1556;(not set);(direct);none;4;1;0
SID-02754;29.03.2023;CUST-2340;CMP-09;google;cpc;9;1;0
SID-02755;03.03.2023;CUST-1986;(not set);bing;cpc;2;1;0
SID-02756;06.11.2023;CUST-2117;CMP-11;google;cpc;3;1;0
SID-02757;20.08.2024;CUST-1692;(not set);(direct);none;3;0;0
SID-02758;11.08.2024;CUST-1786;CMP-14;instagram;social;3;0;0
SID-02759;05.04.2023;CUST-1637;(not set);google;cpc;2;1;1
SID-02760;20.07.2023;CUST-1335;(not set);newsletter;email;3;1;0
SID-02761;24.05.2023;CUST-1544;CMP-13;google;cpc;5;1;0
SID-02762;31.08.2024;CUST-2418;(not set);newsletter;email;3;1;0
SID-02763;31.12.2024;CUST-1786;(not set);bing;cpc;5;1;0
SID-02764;02.08.2023;CUST-2469;(not set);instagram;social;3;1;0
SID-02765;12.10.2023;CUST-1225;(not set);google;cpc;3;1;0
SID-02766;04.10.2024;CUST-2162;(not set);facebook;social;3;0;0
SID-02767;20.03.2025;CUST-1285;(not set);(direct);none;3;1;0
SID-02768;22.09.2023;CUST-1355;CMP-13;newsletter;email;5;0;0
SID-02769;28.10.2024;CUST-1404;(not set);youtube;video;3;1;0
SID-02770;07.12.2023;CUST-2281;CMP-07;instagram;social;4;1;0
SID-02771;20.10.2023;CUST-1567;CMP-08;newsletter;email;3;0;0
SID-02772;11.09.2024;CUST-1506;(not set);instagram;social;2;0;0
SID-02773;11.03.2023;CUST-2493;CMP-13;(direct);none;3;0;0
SID-02774;02.01.2025;CUST-1290;(not set);newsletter;email;9;1;0
SID-02775;21.05.2025;CUST-1152;(not set);youtube;video;2;0;0
SID-02776;27.01.2025;CUST-1580;(not set);(direct);none;3;1;1
SID-02777;27.09.2023;CUST-1534;(not set);google;cpc;4;1;1
SID-02778;26.05.2023;CUST-1437;(not set);google;cpc;3;1;0
SID-02779;07.09.2025;CUST-1568;(not set);google;cpc;5;1;0
SID-02780;20.10.2023;CUST-2330;CMP-13;(direct);none;1;1;1
SID-02781;24.05.2023;CUST-2428;CMP-07;bing;cpc;7;0;0
SID-02782;30.06.2024;CUST-2358;(not set);google;cpc;4;1;1
SID-02783;29.09.2025;CUST-1396;(not set);bing;cpc;2;0;0
SID-02784;27.05.2025;CUST-1291;(not set);newsletter;email;3;1;0
SID-02785;21.03.2025;CUST-1666;CMP-02;google;cpc;7;1;1
SID-02786;23.05.2023;CUST-1776;(not set);newsletter;email;7;0;0
SID-02787;07.07.2024;CUST-1847;CMP-02;instagram;social;3;1;0
SID-02788;09.09.2024;CUST-1662;CMP-02;newsletter;email;4;1;0
SID-02789;25.10.2023;CUST-1436;(not set);(direct);none;2;0;0
SID-02790;25.07.2023;CUST-2050;CMP-06;facebook;social;4;1;0
SID-02791;07.10.2023;CUST-1244;CMP-09;google;cpc;7;0;0
SID-02792;24.07.2023;CUST-1992;CMP-04;facebook;social;5;0;0
SID-02793;25.10.2023;CUST-1827;(not set);instagram;social;3;1;0
SID-02794;29.09.2024;CUST-1876;(not set);(direct);none;2;1;0
SID-02795;27.05.2025;CUST-1116;(not set);bing;cpc;7;1;1
SID-02796;21.11.2024;CUST-1459;CMP-13;google;cpc;4;0;0
SID-02797;23.05.2024;CUST-1097;(not set);google;cpc;3;0;0
SID-02798;19.06.2024;CUST-1322;(not set);youtube;video;9;1;0
SID-02799;14.03.2023;CUST-1675;(not set);google;cpc;7;1;0
SID-02800;26.09.2025;CUST-2481;(not set);youtube;video;2;1;0
SID-02801;27.04.2023;CUST-2158;(not set);youtube;video;5;0;0
SID-02802;27.12.2024;CUST-1993;CMP-13;(direct);none;1;1;0
SID-02803;29.10.2024;CUST-1339;CMP-08;youtube;video;2;0;0
SID-02804;13.07.2023;CUST-1167;(not set);bing;cpc;5;0;0
SID-02805;15.08.2025;CUST-1881;CMP-01;bing;cpc;4;1;0
SID-02806;08.04.2023;CUST-1213;(not set);facebook;social;3;1;1
SID-02807;07.06.2023;CUST-1801;(not set);youtube;video;3;0;0
SID-02808;13.07.2025;CUST-2269;(not set);google;cpc;5;0;0
SID-02809;27.02.2025;CUST-2392;(not set);instagram;social;2;1;0
SID-02810;05.04.2023;CUST-1105;(not set);youtube;video;3;0;0
SID-02811;09.05.2024;CUST-1099;(not set);bing;cpc;7;1;1
SID-02812;23.04.2023;CUST-1831;(not set);instagram;social;3;1;0
SID-02813;20.04.2024;CUST-2014;(not set);google;cpc;3;0;0
SID-02814;25.08.2023;CUST-1018;(not set);bing;cpc;7;0;0
SID-02815;13.10.2023;CUST-2167;(not set);youtube;video;9;1;0
SID-02816;06.01.2025;CUST-1362;(not set);instagram;social;2;1;0
